usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,class,group,acceptedUsageKey,synonym,note
9802728.0,Hypnea musciformis,Hypnea musciformis,SPECIES,ACCEPTED,98,EXACT,Plantae,Rhodophyta,Gigartinales,Cystocloniaceae,Hypnea,Hypnea musciformis,6.0,106.0,342.0,1400.0,4932.0,2668293.0,9802728.0,Florideophyceae,Hypnea musciformis,,,
5276203.0,Jania rubens (L.) J.V.Lamour.,Jania rubens,SPECIES,ACCEPTED,97,EXACT,Plantae,Rhodophyta,Corallinales,Corallinaceae,Jania,Jania rubens,6.0,106.0,342.0,670.0,4919.0,2655124.0,5276203.0,Florideophyceae,Jania rubens,,,
11806849.0,"Jaagichlorella luteoviridis (Chodat) Darienko & Pröschold, 2019",Jaagichlorella luteoviridis,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Oocystales,Oocystaceae,Jaagichlorella,Jaagichlorella luteoviridis,6.0,36.0,332.0,1361.0,4684.0,4909179.0,11806849.0,Trebouxiophyceae,Jaagichlorella luteoviridis,,,
2666738.0,Kallymenia reniformis (Turner) J.Agardh,Kallymenia reniformis,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Kallymeniaceae,Kallymenia,Kallymenia reniformis,6.0,106.0,342.0,1400.0,4936.0,2666706.0,2666738.0,Florideophyceae,Kallymenia reniformis,,,
5422479.0,Laminaria digitata (Huds.) J.V.Lamour.,Laminaria digitata,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Laminariales,Laminariaceae,Laminaria,Laminaria digitata,4.0,98.0,7073593.0,560.0,7740.0,3195825.0,5422479.0,Phaeophyceae,Laminaria digitata,,,
5422383.0,Laminaria hyperborea (Gunnerus) Foslie,Laminaria hyperborea,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Laminariales,Laminariaceae,Laminaria,Laminaria hyperborea,4.0,98.0,7073593.0,560.0,7740.0,3195825.0,5422383.0,Phaeophyceae,Laminaria hyperborea,,,
5422378.0,"Laminaria ochroleuca Bachelot de la Pylaie, 1824",Laminaria ochroleuca,SPECIES,ACCEPTED,97,EXACT,Chromista,Ochrophyta,Laminariales,Laminariaceae,Laminaria,Laminaria ochroleuca,4.0,98.0,7073593.0,560.0,7740.0,3195825.0,5422378.0,Phaeophyceae,Laminaria ochroleuca,,,
,,,,,100,NONE,,,,,,,,,,,,,,,"Laminaria sp. (sp.: hyperbora, digitata)",,False,Multiple equal matches for Laminaria
10470945.0,"Laurencia viridis Gil-Rodríguez & Haroun, 1992",Laurencia viridis,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Ceramiales,Rhodomelaceae,Laurencia,Laurencia viridis,6.0,106.0,342.0,665.0,4895.0,2660953.0,10470945.0,Florideophyceae,Laurencia viridis,,,
7627628.0,Leathesia marina (Lyngb.) Decne.,Leathesia marina,SPECIES,ACCEPTED,97,EXACT,Chromista,Ochrophyta,Ectocarpales,Chordariaceae,Leathesia,Leathesia marina,4.0,98.0,7073593.0,1181.0,7727.0,3199204.0,7627628.0,Phaeophyceae,Leathesia marina,,,
11284740.0,Limnospira indica,Limnospira indica,SPECIES,SYNONYM,98,EXACT,Bacteria,Cyanobacteria,Cyanobacteriales,Microcoleaceae,Limnospira,Limnospira fusiformis,3.0,68.0,10774316.0,10793096.0,7941427.0,10589433.0,10749950.0,Cyanobacteriia,Limnospira indica,10749950.0,,
2663537.0,Lomentaria articulata (Huds.) Lyngb.,Lomentaria articulata,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria articulata,6.0,106.0,342.0,676.0,4950.0,2663521.0,2663537.0,Florideophyceae,Lomentaria articulata,,,
5422328.0,Macrocystis pyrifera (L.) C.Agardh,Macrocystis pyrifera,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Laminariales,Laminariaceae,Macrocystis,Macrocystis pyrifera,4.0,98.0,7073593.0,560.0,7740.0,3195765.0,5422328.0,Phaeophyceae,Macrocystis pyrifera,,,
2667316.0,"Mastocarpus papillatus (C.Agardh) Kützing, 1843",Mastocarpus papillatus,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus papillatus,6.0,106.0,342.0,1400.0,4941.0,2667287.0,2667316.0,Florideophyceae,Mastocarpus papillatus,,,
2667288.0,"Mastocarpus stellatus (Stackhouse) Guiry, 1984",Mastocarpus stellatus,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus,6.0,106.0,342.0,1400.0,4941.0,2667287.0,2667288.0,Florideophyceae,Mastocarpus stellatus,,,
8920944.0,Membranoptera alata (Hudson) Stackhouse,Membranoptera alata,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Ceramiales,Delesseriaceae,Membranoptera,Membranoptera alata,6.0,106.0,342.0,665.0,4894.0,2661462.0,8920944.0,Florideophyceae,Membranoptera alata,,,
2668282.0,Meristotheca papulosa (Montagne) J.Agardh,Meristotheca papulosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Solieriaceae,Meristotheca,Meristotheca papulosa,6.0,106.0,342.0,1400.0,3234991.0,2668275.0,2668282.0,Florideophyceae,Meristotheca papulosa,,,
10535892.0,"Microchloropsis M.W.Fawley, I.Jameson & K.P.Fawley, 2015",Microchloropsis,GENUS,DOUBTFUL,92,HIGHERRANK,Chromista,Ochrophyta,Eustigmatales,Monodopsidaceae,Microchloropsis,,4.0,98.0,286.0,8408718.0,1947.0,10535892.0,,Eustigmatophyceae,Microchloropsis gaditana,,,
2645215.0,Monostroma grevillei (Thur.) Wittr.,Monostroma grevillei,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Ulvales,Monostromataceae,Monostroma,Monostroma grevillei,6.0,36.0,195.0,641.0,8826.0,9481647.0,2645215.0,Ulvophyceae,Monostroma grevillei,,,
2645228.0,Monostroma nitidum Wittr.,Monostroma nitidum,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Ulvales,Monostromataceae,Monostroma,Monostroma nitidum,6.0,36.0,195.0,641.0,8826.0,9481647.0,2645228.0,Ulvophyceae,Monostroma nitidum,,,
3201507.0,"Nannochloropsis oculata (Droop) Hibberd, 1981",Nannochloropsis oculata,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Eustigmatales,Monodopsidaceae,Nannochloropsis,Nannochloropsis oculata,4.0,98.0,286.0,8408718.0,1947.0,3201505.0,3201507.0,Eustigmatophyceae,Nannochloropsis oculata,,,
7658841.0,Nemalion elminthoides (Velley) Batters,Nemalion elminthoides,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Nemaliales,Nemaliaceae,Nemalion,Nemalion elminthoides,6.0,106.0,342.0,673.0,4898093.0,2664923.0,7658841.0,Florideophyceae,Nemalion elminthoides,,,
4267628.0,Nereocystis luetkeana (K.Mertens) Postels & Ruprecht,Nereocystis luetkeana,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Laminariales,Laminariaceae,Nereocystis,Nereocystis luetkeana,4.0,98.0,7073593.0,560.0,7740.0,3195802.0,4267628.0,Phaeophyceae,Nereocystis luetkeana,,,
5421671.0,"Odontella aurita (Lyngbye) C.Agardh, 1832",Odontella aurita,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Triceratiales,Triceratiaceae,Odontella,Odontella aurita,4.0,98.0,7947184.0,1151.0,3306.0,3191919.0,5421671.0,Bacillariophyceae,Odontella aurita,,,
2660045.0,Odonthalia dentata (L.) Lyngb.,Odonthalia dentata,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Ceramiales,Rhodomelaceae,Odonthalia,Odonthalia dentata,6.0,106.0,342.0,665.0,4895.0,2660042.0,2660045.0,Florideophyceae,Odonthalia dentata,,,
2659421.0,Osmundea pinnatifida (Huds.) Stackh.,Osmundea pinnatifida,SPECIES,DOUBTFUL,97,EXACT,Plantae,Rhodophyta,Ceramiales,Rhodomelaceae,Laurencia,Osmundea pinnatifida,6.0,106.0,342.0,665.0,4895.0,2660953.0,2659421.0,Florideophyceae,Osmundea pinnatifida,,,
2659435.0,Osmundea truncata (Kützing) K.W.Nam & Maggs,Osmundea truncata,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Ceramiales,Rhodomelaceae,Osmundea,Osmundea truncata,6.0,106.0,342.0,665.0,4895.0,2659407.0,2659435.0,Florideophyceae,Osmundea truncata,,,
3200186.0,Padina pavonica (L.) Thivy,Padina pavonica,SPECIES,ACCEPTED,97,EXACT,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Padina,Padina pavonica,4.0,98.0,7073593.0,1180.0,7725.0,3200149.0,3200186.0,Phaeophyceae,Padina pavonica,,,
7843860.0,Palmaria palmata (L.) F.Weber & D.Mohr,Palmaria palmata,SPECIES,ACCEPTED,97,EXACT,Plantae,Rhodophyta,Palmariales,Palmariaceae,Palmaria,Palmaria palmata,6.0,106.0,342.0,1403.0,9030.0,7655108.0,7843860.0,Florideophyceae,Palmaria palmata,,,
7563591.0,"Parachlorella kessleri (Fott & Nováková) Krienitz, E.H.Hegewald, Hepperle, V.Huss, T.Rohr & M.Wolf, 2004",Parachlorella kessleri,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Parachlorella,Parachlorella kessleri,6.0,36.0,332.0,1359.0,4852.0,4906878.0,7563591.0,Trebouxiophyceae,Parachlorella kessleri,,,
3196499.0,Pelvetia canaliculata (L.) Decne. & Thur.,Pelvetia canaliculata,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Fucaceae,Pelvetia,Pelvetia canaliculata,4.0,98.0,7073593.0,1182.0,9641.0,3196494.0,3196499.0,Phaeophyceae,Pelvetia canaliculata,,,
3197869.0,Petalonia binghamiae (J.Agardh) K.L.Vinogr.,Petalonia binghamiae,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Scytosiphonales,Scytosiphonaceae,Petalonia,Petalonia binghamiae,4.0,98.0,7073593.0,1309.0,8501.0,3197913.0,3197869.0,Phaeophyceae,Petalonia binghamiae,,,
3197920.0,Petalonia fascia (O.F.Müll.) Kuntze,Petalonia fascia,SPECIES,ACCEPTED,98,EXACT,Chromista,Ochrophyta,Scytosiphonales,Scytosiphonaceae,Petalonia,Petalonia fascia,4.0,98.0,7073593.0,1309.0,8501.0,3197913.0,3197920.0,Phaeophyceae,Petalonia fascia,,,
7716676.0,"Phaeodactylum tricornutum Bohlin, 1897",Phaeodactylum tricornutum,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,4.0,98.0,7947184.0,7763029.0,7428022.0,7781533.0,7716676.0,Bacillariophyceae,Phaeodactylum tricornutum,,,
2654944.0,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,Phymatolithon calcareum,SPECIES,ACCEPTED,97,EXACT,Plantae,Rhodophyta,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon calcareum,6.0,106.0,342.0,670.0,4376199.0,2654889.0,2654944.0,Florideophyceae,Phymatolithon calcareum,,,
5278595.0,Plocamium cartilagineum (L.) P.S.Dixon,Plocamium cartilagineum,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Plocamiales,Plocamiaceae,Plocamium,Plocamium cartilagineum,6.0,106.0,342.0,1404.0,9033.0,2664785.0,5278595.0,Florideophyceae,Plocamium cartilagineum,,,
8231752.0,Polyides rotunda (Hudson) Gaillon,Polyides rotunda,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Polyidaceae,Polyides,Polyides rotunda,6.0,106.0,342.0,1400.0,9017.0,2667629.0,8231752.0,Florideophyceae,Polyides rotunda,,,
5275663.0,"Porphyra dioica J.Brody & L.M.Irvine, 1997",Porphyra dioica,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Bangiales,Bangiaceae,Porphyra,Porphyra dioica,6.0,106.0,198.0,1389.0,8962.0,2653483.0,5275663.0,Bangiophyceae,Porphyra dioica,,,
5275740.0,Porphyra linearis Greville,Porphyra linearis,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Bangiales,Bangiaceae,Porphyra,Porphyra linearis,6.0,106.0,198.0,1389.0,8962.0,2653483.0,5275740.0,Bangiophyceae,Porphyra linearis,,,
5275561.0,Porphyra purpurea (Roth) C.Agardh,Porphyra purpurea,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Bangiales,Bangiaceae,Porphyra,Porphyra purpurea,6.0,106.0,198.0,1389.0,8962.0,2653483.0,5275561.0,Bangiophyceae,Porphyra purpurea,,,
5275705.0,Porphyra umbilicalis Kütz.,Porphyra umbilicalis,SPECIES,ACCEPTED,97,EXACT,Plantae,Rhodophyta,Bangiales,Bangiaceae,Porphyra,Porphyra umbilicalis,6.0,106.0,198.0,1389.0,8962.0,2653483.0,5275705.0,Bangiophyceae,Porphyra umbilicalis,,,
3195818.0,Postelsia palmaeformis Ruprecht,Postelsia palmaeformis,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Laminariales,Laminariaceae,Postelsia,Postelsia palmaeformis,4.0,98.0,7073593.0,560.0,7740.0,3195817.0,3195818.0,Phaeophyceae,Postelsia palmaeformis,,,
2662919.0,Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,Pterocladiella capillacea,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gelidiales,Pterocladiaceae,Pterocladiella,Pterocladiella capillacea,6.0,106.0,342.0,1398.0,4375589.0,2662910.0,2662919.0,Florideophyceae,Pterocladiella capillacea,,,
7936563.0,Pyropia leucosticta (Thuret) Neefus & J.Brodie,Pyropia leucosticta,SPECIES,SYNONYM,98,EXACT,Plantae,Rhodophyta,Bangiales,Bangiaceae,Neopyropia,Neopyropia,6.0,106.0,198.0,1389.0,8962.0,11224418.0,12238937.0,Bangiophyceae,Pyropia leucosticta,12238937.0,,
7448593.0,Pyropia perforata,Pyropia perforata,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Bangiales,Bangiaceae,Pyropia,Pyropia perforata,6.0,106.0,198.0,1389.0,8962.0,4908866.0,7448593.0,Bangiophyceae,Pyropia perforata,,,
8304263.0,Pyropia tenera,Pyropia tenera,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Bangiales,Bangiaceae,Pyropia,Pyropia tenera,6.0,106.0,198.0,1389.0,8962.0,4908866.0,8304263.0,Bangiophyceae,Pyropia tenera,,,
7713874.0,"Pyropia yezoensis (Ueda) M.S.Hwang & H.G.Choi, 2011",Pyropia yezoensis,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Bangiales,Bangiaceae,Pyropia,Pyropia yezoensis,6.0,106.0,198.0,1389.0,8962.0,4908866.0,7713874.0,Bangiophyceae,Pyropia yezoensis,,,
2643576.0,Rhizoclonium riparium (Roth) Harvey,Rhizoclonium riparium,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Cladophorales,Cladophoraceae,Rhizoclonium,Rhizoclonium riparium,6.0,36.0,195.0,1362.0,4854.0,2643575.0,2643576.0,Ulvophyceae,Rhizoclonium riparium,,,
2663303.0,Rhodymenia pseudopalmata (J.V.Lamouroux) P.C.Silva,Rhodymenia pseudopalmata,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Rhodymeniales,Rhodymeniaceae,Rhodymenia,Rhodymenia pseudopalmata,6.0,106.0,342.0,676.0,4951.0,2663267.0,2663303.0,Florideophyceae,Rhodymenia pseudopalmata,,,
4377197.0,"Saccharina japonica (Aresch.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders, 2006",Saccharina japonica,SPECIES,SYNONYM,98,EXACT,Chromista,Ochrophyta,Laminariales,Laminariaceae,Laminaria,Laminaria japonica,4.0,98.0,7073593.0,560.0,7740.0,3195825.0,5422368.0,Phaeophyceae,Saccharina japonica,5422368.0,,
4377207.0,"Saccharina latissima (L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",Saccharina latissima,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,4.0,98.0,7073593.0,560.0,7740.0,3195823.0,4377207.0,Phaeophyceae,Saccharina latissima,,,
4377206.0,"Saccharina longicruris (Bachelot de la Pylaie) Kuntze, 1891",Saccharina longicruris,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Laminariales,Laminariaceae,Saccharina,Saccharina longicruris,4.0,98.0,7073593.0,560.0,7740.0,3195823.0,4377206.0,Phaeophyceae,Saccharina longicruris,,,
5422611.0,Saccorhiza polyschides (Lightf.) Batters,Saccorhiza polyschides,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Tilopteridales,Phyllariaceae,Saccorhiza,Saccorhiza polyschides,4.0,98.0,7073593.0,593.0,7741.0,3196179.0,5422611.0,Phaeophyceae,Saccorhiza polyschides,,,
3196783.0,Sargassum aquifolium (Turner) C.Agardh,Sargassum aquifolium,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Sargassaceae,Sargassum,Sargassum aquifolium,4.0,98.0,7073593.0,1182.0,7733.0,3196548.0,3196783.0,Phaeophyceae,Sargassum aquifolium,,,
3196917.0,"Sargassum fusiforme (Harvey) Setchell, 1931",Sargassum fusiforme,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Sargassaceae,Sargassum,Sargassum fusiforme,4.0,98.0,7073593.0,1182.0,7733.0,3196548.0,3196917.0,Phaeophyceae,Sargassum fusiforme,,,
3197314.0,Sargassum muticum (Yendo) Fensholt,Sargassum muticum,SPECIES,ACCEPTED,97,EXACT,Chromista,Ochrophyta,Fucales,Sargassaceae,Sargassum,Sargassum muticum,4.0,98.0,7073593.0,1182.0,7733.0,3196548.0,3197314.0,Phaeophyceae,Sargassum muticum,,,
3197125.0,Sargassum vulgare C.Agardh,Sargassum vulgare,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Sargassaceae,Sargassum,Sargassum vulgare,4.0,98.0,7073593.0,1182.0,7733.0,3196548.0,3197125.0,Phaeophyceae,Sargassum vulgare,,,
7711060.0,Scenedesmus quadricauda (Turpin) Bréb.,Scenedesmus quadricauda,SPECIES,ACCEPTED,97,EXACT,Plantae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Scenedesmus,Scenedesmus quadricauda,6.0,36.0,329.0,7429582.0,8795.0,2640664.0,7711060.0,Chlorophyceae,Scenedesmus quadricauda,,,
11595049.0,"Scenedesmus vacuolatus E.Kessler, Michaela Schafer, Carola Hummer, Annette Kloboucek & V.A.R.Huss, 1997",Scenedesmus vacuolatus,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Scenedesmus,Scenedesmus vacuolatus,6.0,36.0,329.0,7429582.0,8795.0,2640664.0,11595049.0,Chlorophyceae,Scenedesmus vacuolatus,,,
2665958.0,Schizymenia dubyi (Chauv. ex Duby) J.Agardh,Schizymenia dubyi,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Nemastomatales,Schizymeniaceae,Schizymenia,Schizymenia dubyi,6.0,106.0,342.0,7804746.0,9021.0,2665949.0,2665958.0,Florideophyceae,Schizymenia dubyi,,,
5422803.0,Scytosiphon lomentaria (Lyngb.) Link,Scytosiphon lomentaria,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Scytosiphonales,Scytosiphonaceae,Scytosiphon,Scytosiphon lomentaria,4.0,98.0,7073593.0,1309.0,8501.0,3197993.0,5422803.0,Phaeophyceae,Scytosiphon lomentaria,,,
2645337.0,Spongomorpha aeruginosa (L.) C.Hoek,Spongomorpha aeruginosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Ulotrichales,Ulotrichaceae,Spongomorpha,Spongomorpha aeruginosa,6.0,36.0,195.0,1356.0,4857.0,9390708.0,2645337.0,Ulvophyceae,Spongomorpha aeruginosa,,,
10293666.0,Tetradesmus obliquus (Turpin) M.J.Wynne,Tetradesmus obliquus,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Tetradesmus,Tetradesmus obliquus,6.0,36.0,329.0,7429582.0,8795.0,2640932.0,10293666.0,Chlorophyceae,Tetradesmus obliquus,,,
2688046.0,"Tetraselmis chuii Butcher, 1959",Tetraselmis chuii,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis chuii,6.0,36.0,336.0,1374.0,8918.0,2688033.0,2688046.0,Prasinophyceae,Tetraselmis chuii (NFR),,,
9762244.0,Tisochrysis lutea El M.Bendif & I.Probert,Tisochrysis lutea,SPECIES,ACCEPTED,99,EXACT,Chromista,Haptophyta,Isochrysidales,Isochrysidaceae,Tisochrysis,Tisochrysis lutea,4.0,70.0,258.0,1085.0,2907.0,8378375.0,9762244.0,Prymnesiophyceae,Tisochrysis lutea,,,
11017378.0,"Treptacantha barbata (Stackh.) Orellana & Sansón, 2019",Treptacantha barbata,SPECIES,SYNONYM,98,HIGHERRANK,Chromista,Ochrophyta,Fucales,Sargassaceae,Cystoseira,Gongolaria barbata,4.0,98.0,7073593.0,1182.0,7733.0,3197616.0,12104862.0,Phaeophyceae,Treptacantha barbata (Cystoseira barbata),12104862.0,,
5273394.0,Ulva intestinalis L.,Ulva intestinalis,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Ulvales,Ulvaceae,Ulva,Ulva intestinalis,6.0,36.0,195.0,641.0,9013.0,9408069.0,5273394.0,Ulvophyceae,Ulva intestinalis,,,
5273309.0,Ulva lactuca L.,Ulva lactuca,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Ulvales,Ulvaceae,Ulva,Ulva lactuca,6.0,36.0,195.0,641.0,9013.0,9408069.0,5273309.0,Ulvophyceae,Ulva lactuca,,,
5273454.0,Ulva linza L.,Ulva linza,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Ulvales,Ulvaceae,Ulva,Ulva linza,6.0,36.0,195.0,641.0,9013.0,9408069.0,5273454.0,Ulvophyceae,Ulva linza,,,
5273416.0,Ulva rigida C.Agardh,Ulva rigida,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Ulvales,Ulvaceae,Ulva,Ulva rigida,6.0,36.0,195.0,641.0,9013.0,9408069.0,5273416.0,Ulvophyceae,Ulva rigida,,,
5422556.0,Undaria pinnatifida (Harv.) Suringar,Undaria pinnatifida,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Laminariales,Alariaceae,Undaria,Undaria pinnatifida,4.0,98.0,7073593.0,560.0,7734.0,3196075.0,5422556.0,Phaeophyceae,Undaria pinnatifida,,,
,,,,,100,NONE,,,,,,,,,,,,,,,Undaria undarioides,,False,
2660688.0,Vertebrata lanosa (L.) T.A.Chr.,Vertebrata lanosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Ceramiales,Rhodomelaceae,Vertebrata,Vertebrata lanosa,6.0,106.0,342.0,665.0,4895.0,2660342.0,2660688.0,Florideophyceae,Vertebrata lanosa,,,
